name,address,mail,website,longitude,latitude
werkbox-VS,"Villinger Straße, 78054 Villingen-Schwenningen, Deutschland", "info@offene-werkstatt-vs.de", "http://www.offene-werkstatt-vs.de",,
WerkBox3 e.V.,"Grafingerstr., 81671 München, Deutschland", "info@werkbox3.de", "http://www.werkbox3.de",,
Werkhaus Potsdam,"Rudolf-Breitscheid-Straße, 14482 Potsdam, Deutschland", "info@werkhaus-potsdam.de", "http://werkhaus-potsdam.de",,
Werkimpuls,"Kandlgasse , 1070 Wien, Österreich", "office@werkimpuls.at", "http://www.werkimpuls.at",,
WERKRAUM Augsburg,"Provinostrasse, 86153 Augsburg, Deutschland", "kontakt@werkraum-augsburg.de", "http://www.werkraum-augsburg.de",,
Werksalon Co-Making Space,"Stadlauer Straße, 1220 Wien, Österreich", "info@werksalon.at", "http://www.werksalon.at",,
Werkschule Lambach,"Sand, 4650 Lambach, Österreich", "deine@werkschule.at", "https://www.werkschule.at/",,
WerkStadt,"Sandershäuser Straße, 34123 Kassel, Deutschland", "Info@sandershaus.de", "http://www.sandershaus.de",,
Werkstadthaus,"Aixer Str., 72072 Tübingen, Deutschland", "info@werkstadthaus.de", "http://www.werkstadthaus.de",,
Werkstatt Höflich,"Enhuberstrasse, 80333 München, Deutschland", "info@werkstatt-hoeflich.de", "http://werkstatt-hoeflich.de/offene-werkstatt/",,
Werkstatt im JUKUZ,"Kirchhofweg, 63739 Aschaffenburg, Deutschland", "werkstaetten@jukuz.de", "http://www.jukuz.de/freizeit-und-bildung/kreativ/kreativwerkstatt/",,
Werkstatt Lindenau,"Merseburger Straße, 04177 Lindenau, Deutschland", "werkstatt-lindenau@posteo.de", "http://werkstattlindenau.wordpress.com/",,
werkstattcouch,"Höttingergasse , 6020 Innsbruck, Österreich", "info@werkstattcouch.at", "http://www.werkstattcouch.at",,
Werkstätten im Horte-Soziales Zentrum,"Peter-Göring-Straße, 15344 Strausberg, Deutschland", "info@horte-srb.de", "http://horte-srb.de",,
Werkstätten im Museum Altranft,"Am Anger, 16259 Bad Freienwalde OT Altranft, Deutschland", "a.hartmann@museum-altranft.de", "http://www.museum-altranft.de/lernen-und-erleben/bildung/bildung-workshops.html",,
Werkstätten im Offenen Raum Traumschule Riebau,"Dorfstraße, 29410 Salzwedel / Riebau, Deutschland", "traumschule@riseup.net", "http://ts.blogsport.de/werkstaetten",,
Werkstatthaus,"Gerokstraße, 70188 Stuttgart, Deutschland", "info@werkstatthaus.net", "http://www.werkstatthaus.net",,
Werkstatthaus Allerhand e.V.,"Dorfstraße, 18249 Qualitz, Deutschland", "werkstatt@posteo.de", "http://www.allerhandverein.com",,
Werkstattraum,"Skalitzer Strasse, 10997 Berlin, Deutschland", "werkstatttraum@gmail.com", "https://www.werkstatttraum.com/",,
WIR - Werkstudio im Richardkiez,"Braunschweigerstr., 12055 Berlin, Deutschland", "ohse@online.de", "http://www.naehstudio-im-stadtteil.de",,
Wir bauen Zukunft,"Holzkruger Str., 19258 Gallin, Deutschland", "jetzt@wirbauenzukunft.de", "http://www.wirbauenzukunft.de",,
Wissenschaftsladen Potsdam e.V.,"freiLand
, Friedrich-Engels-Strasse 22, 14473 Potsdam, Deutschland", "info@wissenschaftsladen-potsdam.de", "http://www.wissenschaftsladen-potsdam.de",,
Wucholtzkys Werkraum,"Leipziger Straße, 90491 Nürnberg, Deutschland", "hallo@wucholtzky.de", "http://www.wucholtzky.de",,
Wunderhof Kreativwerkstatt,"Eckertsfeld 1, 92262 Birgland, Deutschland", "info@wunderhof.de", "http://www.wunderhof.de",,
Wurmloch,"Alte Münze 12, 49074 Osnabrück, Deutschland", "hallo@wurmloch.de", "http://www.wurmloch.de",,
xHain Hack + Makerspace,"Grünberger Straße, 10243 Berlin, Deutschland", "x-hain@posteo.de", "http://x-hain.de",,
XYZ CARGO // Till Wolfer / N55,"Till Wolfer, Caffamacherreihe, 20355 Hamburg, Deutschland", "till@n55.dk", "http://www.xyzcargo.com",,
Z-Bau Nordgarten,"Frankenstraße, 90461 Nürnberg, Deutschland", "kontakt@z-bau.com", "http://www.z-bau.com",,
Z-Bau Tüftelstube,"Frankenstraße, 90461 Nürnberg, Deutschland", "basti@urbanlab-nuernberg.de", "http://urbanlab-nuernberg.de",,
Zentrallabor,"Stockmeyerstraße , 20457  Hamburg, Deutschland", "hallo.welt@zentrallabor.bio", "http://www.zentrallabor.bio",,
ZTL - Zentrum für Technikkultur Landau,"Klaus-von-Klitzing-Str., 76829 Landau, Deutschland", "vorstand@ztl.space", "http://ztl.space",,
Zum Rostigen Ross,"Berliner Str., 01067  Dresden, Deutschland", "info@rostiges-ross.de", "https://www.rostiges-ross.de",,
zweirad:café,"Holzstraße 11, 72622  Nürtingen, Deutschland", "zweiradcafe@gmx.de", "http://www.zweiradcafe.de",,
